co_cid,no_agravo,nu_prazo_encerramento
V32.7,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM OUTRO VEICULO A MOTOR DE DUAS OU TRES RODAS - PESSOA VIAJANDO NO EXTERIOR DO VEICULO TRAUMATIZADA EM UM ACIDENTE DE TRANSITO,0
V32.9,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM OUTRO VEICULO A MOTOR DE DUAS OU TRES RODAS - OCUPANTE NAO ESPECIFICADO DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM UM ACIDENTE,0
V33,"OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL,PICK UP OU CAMINHONETE",0
V33.0,"OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL,PICK UP OU CAMINHONETE - CONDUTOR TRAUMATIZADO EM ACIDENTE NAO-DE-TRANSITO",0
V33.1,"OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL,PICK UP OU CAMINHONETE - PASSAGEIRO TRAUMATIZADO EM ACIDENTE NAO-DE-TRANSITO",0
V33.2,"OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL,PICK UP OU CAMINHONETE - PESSOA VIAJANDO NO EXTERIOR DO VEICULO TRAUMATIZADA EM UM ACIDENTE NAO-DE-TRANSITO",0
V33.3,"OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL,PICK UP OU CAMINHONETE - OCUPANTE NAO ESPECIFICADO DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM ACIDENTE NAO-DE-T",0
V33.4,"OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL,PICK UP OU CAMINHONETE - PESSOA TRAUMATIZADA AO SUBIR OU DESCER DO VEICULO",0
V33.5,"OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL,PICK UP OU CAMINHONETE - CONDUTOR TRAUMATIZADO EM UM ACIDENTE DE TRANSITO",0
V33.6,"OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL,PICK UP OU CAMINHONETE - PASSAGEIRO TRAUMATIZADO EM UM ACIDENTE DE TRANSITO",0
V33.7,"OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL,PICK UP OU CAMINHONETE - PESSOA VIAJANDO NO EXTERIOR DO VEICULO TRAUMATIZADA EM UM ACIDENTE DE TRANSITO",0
W06.7,QUEDA DE UM LEITO - FAZENDA,0
V33.9,"OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL,PICK UP OU CAMINHONETE - OCUPANTE NAO ESPECIFICADO DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM UM ACIDENTE DE TR",0
V34,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM UM VEICULO DE TRANSPORTE PESADO OU UM ONIBUS,0
V34.0,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM UM VEICULO DE TRANSPORTE PESADO OU UM ONIBUS - CONDUTOR TRAUMATIZADO EM ACIDENTE NAO-DE-TRANSITO,0
V34.1,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM UM VEICULO DE TRANSPORTE PESADO OU UM ONIBUS - PASSAGEIRO TRAUMATIZADO EM ACIDENTE NAO-DE-TRANSITO,0
V34.2,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM UM VEICULO DE TRANSPORTE PESADO OU UM ONIBUS - PESSOA VIAJANDO NO EXTERIOR DO VEICULO TRAUMATIZADA EM UM ACIDENTE NAO-DE-TRANS,0
V34.3,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM UM VEICULO DE TRANSPORTE PESADO OU UM ONIBUS - OCUPANTE NAO ESPECIFICADO DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM ACIDENTE NA,0
V34.4,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM UM VEICULO DE TRANSPORTE PESADO OU UM ONIBUS - PESSOA TRAUMATIZADA AO SUBIR OU DESCER DO VEICULO,0
V34.5,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM UM VEICULO DE TRANSPORTE PESADO OU UM ONIBUS - CONDUTOR TRAUMATIZADO EM UM ACIDENTE DE TRANSITO,0
V34.7,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM UM VEICULO DE TRANSPORTE PESADO OU UM ONIBUS - PESSOA VIAJANDO NO EXTERIOR DO VEICULO TRAUMATIZADA EM UM ACIDENTE DE TRANSITO,0
V34.9,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM UM VEICULO DE TRANSPORTE PESADO OU UM ONIBUS - OCUPANTE NAO ESPECIFICADO DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM UM ACIDENTE,0
V35,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM UM TREM [COMBOIO] OU UM VEICULO FERROVIARIO,0
V35.0,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM UM TREM [COMBOIO] OU UM VEICULO FERROVIARIO - CONDUTOR TRAUMATIZADO EM ACIDENTE NAO-DE-TRANSITO,0
V35.1,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM UM TREM [COMBOIO] OU UM VEICULO FERROVIARIO - PASSAGEIRO TRAUMATIZADO EM ACIDENTE NAO-DE-TRANSITO,0
V35.2,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM UM TREM [COMBOIO] OU UM VEICULO FERROVIARIO - PESSOA VIAJANDO NO EXTERIOR DO VEICULO TRAUMATIZADA EM UM ACIDENTE NAO-DE-TRANSI,0
V35.3,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM UM TREM [COMBOIO] OU UM VEICULO FERROVIARIO - OCUPANTE NAO ESPECIFICADO DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM ACIDENTE NAO,0
V35.4,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM UM TREM [COMBOIO] OU UM VEICULO FERROVIARIO - PESSOA TRAUMATIZADA AO SUBIR OU DESCER DO VEICULO,0
V35.5,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM UM TREM [COMBOIO] OU UM VEICULO FERROVIARIO - CONDUTOR TRAUMATIZADO EM UM ACIDENTE DE TRANSITO,0
V35.6,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM UM TREM [COMBOIO] OU UM VEICULO FERROVIARIO - PASSAGEIRO TRAUMATIZADO EM UM ACIDENTE DE TRANSITO,0
V35.7,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM UM TREM [COMBOIO] OU UM VEICULO FERROVIARIO - PESSOA VIAJANDO NO EXTERIOR DO VEICULO TRAUMATIZADA EM UM ACIDENTE DE TRANSITO,0
V35.9,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM UM TREM [COMBOIO] OU UM VEICULO FERROVIARIO - OCUPANTE NAO ESPECIFICADO DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM UM ACIDENTE,0
V36,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM OUTRO VEICULO NAO-MOTORIZADO,0
V36.0,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM OUTRO VEICULO NAO-MOTORIZADO - CONDUTOR TRAUMATIZADO EM ACIDENTE NAO-DE-TRANSITO,0
V36.1,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM OUTRO VEICULO NAO-MOTORIZADO - PASSAGEIRO TRAUMATIZADO EM ACIDENTE NAO-DE-TRANSITO,0
V36.2,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM OUTRO VEICULO NAO-MOTORIZADO - PESSOA VIAJANDO NO EXTERIOR DO VEICULO TRAUMATIZADA EM UM ACIDENTE NAO-DE-TRANSITO,0
V36.3,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM OUTRO VEICULO NAO-MOTORIZADO - OCUPANTE NAO ESPECIFICADO DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM ACIDENTE NAO-DE-TRANSITO,0
V36.4,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM OUTRO VEICULO NAO-MOTORIZADO - PESSOA TRAUMATIZADA AO SUBIR OU DESCER DO VEICULO,0
V36.5,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM OUTRO VEICULO NAO-MOTORIZADO - CONDUTOR TRAUMATIZADO EM UM ACIDENTE DE TRANSITO,0
V36.6,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM OUTRO VEICULO NAO-MOTORIZADO - PASSAGEIRO TRAUMATIZADO EM UM ACIDENTE DE TRANSITO,0
V36.7,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM OUTRO VEICULO NAO-MOTORIZADO - PESSOA VIAJANDO NO EXTERIOR DO VEICULO TRAUMATIZADA EM UM ACIDENTE DE TRANSITO,0
V36.9,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM OUTRO VEICULO NAO-MOTORIZADO - OCUPANTE NAO ESPECIFICADO DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM UM ACIDENTE DE TRANSITO,0
V37.0,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM UM OBJETO FIXO OU PARADO - CONDUTOR TRAUMATIZADO EM ACIDENTE NAO-DE-TRANSITO,0
V37.1,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM UM OBJETO FIXO OU PARADO - PASSAGEIRO TRAUMATIZADO EM ACIDENTE NAO-DE-TRANSITO,0
V37.2,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM UM OBJETO FIXO OU PARADO - PESSOA VIAJANDO NO EXTERIOR DO VEICULO TRAUMATIZADA EM UM ACIDENTE NAO-DE-TRANSITO,0
V37.3,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM UM OBJETO FIXO OU PARADO - OCUPANTE NAO ESPECIFICADO DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM ACIDENTE NAO-DE-TRANSITO,0
V37.4,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM UM OBJETO FIXO OU PARADO - PESSOA TRAUMATIZADA AO SUBIR OU DESCER DO VEICULO,0
V37.5,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM UM OBJETO FIXO OU PARADO - CONDUTOR TRAUMATIZADO EM UM ACIDENTE DE TRANSITO,0
V37.6,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM UM OBJETO FIXO OU PARADO - PASSAGEIRO TRAUMATIZADO EM UM ACIDENTE DE TRANSITO,0
V37.7,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM UM OBJETO FIXO OU PARADO - PESSOA VIAJANDO NO EXTERIOR DO VEICULO TRAUMATIZADA EM UM ACIDENTE DE TRANSITO,0
V38,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE SEM COLISAO,0
V38.0,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE SEM COLISAO - CONDUTOR TRAUMATIZADO EM ACIDENTE NAO-DE-TRANSITO,0
V38.1,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE SEM COLISAO - PASSAGEIRO TRAUMATIZADO EM ACIDENTE NAO-DE-TRANSITO,0
V38.2,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE SEM COLISAO - PESSOA VIAJANDO NO EXTERIOR DO VEICULO TRAUMATIZADA EM UM ACIDENTE NAO-DE-TRANSITO,0
V38.4,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE SEM COLISAO - PESSOA TRAUMATIZADA AO SUBIR OU DESCER DO VEICULO,0
V38.5,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE SEM COLISAO - CONDUTOR TRAUMATIZADO EM UM ACIDENTE DE TRANSITO,0
V38.6,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE SEM COLISAO - PASSAGEIRO TRAUMATIZADO EM UM ACIDENTE DE TRANSITO,0
V38.7,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE SEM COLISAO - PESSOA VIAJANDO NO EXTERIOR DO VEICULO TRAUMATIZADA EM UM ACIDENTE DE TRANSITO,0
V38.9,OCUPANTE DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM UM ACIDENTE DE TRANSPORTE SEM COLISAO - OCUPANTE NAO ESPECIFICADO DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM UM ACIDENTE DE TRANSITO,0
V39.0,"CONDUTOR TRAUMATIZADO EM COLISAO COM OUTROS VEICULOS E COM VEICULOS NAO ESPECIFICADOS,A MOTOR,EM UM ACIDENTE NAO-DE-TRANSITO",0
V39.1,"PASSAGEIRO TRAUMATIZADO EM COLISAO COM OUTROS VEICULOS E COM VEICULOS NAO ESPECIFICADOS,A MOTOR,EM UM ACIDENTE NAO-DE-TRANSITO",0
V39.2,"OCUPANTE NAO ESPECIFICADO DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM OUTROS VEICULOS E COM VEICULOS NAO ESPECIFICADOS,A MOTOR,EM UM ACIDENTE NAO-DE-TRANSITO",0
V39.4,"CONDUTOR TRAUMATIZADO EM COLISAO COM OUTROS VEICULOS E COM VEICULOS NAO ESPECIFICADOS,A MOTOR,EM UM ACIDENTE DE TRANSITO",0
V39.5,"PASSAGEIRO TRAUMATIZADO EM COLISAO OUTROS VEICULOS E COM VEICULOS NAO ESPECIFICADOS,A MOTOR,EM UM ACIDENTE DE TRANSITO",0
V39.6,"OCUPANTE NAO ESPECIFICADO DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM COLISAO COM OUTROS VEICULOS E COM VEICULOS NAO ESPECIFICADOS,A MOTOR,EM UM ACIDENTE DE TRANSITO",0
V39.8,OCUPANTE [QUALQUER] DE UM TRICICLO MOTORIZADO TRAUMATIZADO EM OUTROS ACIDENTES DE TRANSITO ESPECIFICADOS,0
V39.9,"OCUPANTE [QUALQUER] DE UM TRICICLO MOTORIZADO,TRAUMATIZADO EM ACIDENTE DE TRANSITO NAO ESPECIFICADO",0
V40,OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM UM PEDESTRE OU UM ANIMAL,0
V40.0,OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM UM PEDESTRE OU UM ANIMAL - CONDUTOR [MOTORISTA] TRAUMATIZADO EM UM ACIDENTE NAO-DE-TRANSITO,0
V40.1,OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM UM PEDESTRE OU UM ANIMAL - PASSAGEIRO TRAUMATIZADO EM UM ACIDENTE NAO-DE-TRANSITO,0
V40.2,OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM UM PEDESTRE OU UM ANIMAL - PESSOA VIAJANDO NO EXTERIOR DO VEICULO TRAUMATIZADA EM UM ACIDENTE NAO-DE-TRANSITO,0
V40.3,OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM UM PEDESTRE OU UM ANIMAL - OCUPANTE NAO ESPECIFICADO DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM UM ACIDENTE NAO-DE-TRANSITO,0
V40.5,OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM UM PEDESTRE OU UM ANIMAL - CONDUTOR [MOTORISTA] TRAUMATIZADO EM UM ACIDENTE DE TRANSITO,0
V40.6,OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM UM PEDESTRE OU UM ANIMAL - PASSAGEIRO TRAUMATIZADO EM UM ACIDENTE DE TRANSITO,0
V40.7,OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM UM PEDESTRE OU UM ANIMAL - PESSOA VIAJANDO NO EXTERIOR DO VEICULO TRAUMATIZADA EM UM ACIDENTE DE TRANSITO,0
V40.9,OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM UM PEDESTRE OU UM ANIMAL - OCUPANTE NAO ESPECIFICADO DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM UM ACIDENTE DE TRANSITO,0
V41.0,OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM UM VEICULO A PEDAL - CONDUTOR [MOTORISTA] TRAUMATIZADO EM UM ACIDENTE NAO-DE-TRANSITO,0
V41.1,OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM UM VEICULO A PEDAL - PASSAGEIRO TRAUMATIZADO EM UM ACIDENTE NAO-DE-TRANSITO,0
V41.2,OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM UM VEICULO A PEDAL - PESSOA VIAJANDO NO EXTERIOR DO VEICULO TRAUMATIZADA EM UM ACIDENTE NAO-DE-TRANSITO,0
V41.3,OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM UM VEICULO A PEDAL - OCUPANTE NAO ESPECIFICADO DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM UM ACIDENTE NAO-DE-TRANSITO,0
V41.4,OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM UM VEICULO A PEDAL - PESSOA TRAUMATIZADA AO SUBIR OU DESCER DO VEICULO,0
V41.5,OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM UM VEICULO A PEDAL - CONDUTOR [MOTORISTA] TRAUMATIZADO EM UM ACIDENTE DE TRANSITO,0
V41.6,OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM UM VEICULO A PEDAL - PASSAGEIRO TRAUMATIZADO EM UM ACIDENTE DE TRANSITO,0
V41.7,OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM UM VEICULO A PEDAL - PESSOA VIAJANDO NO EXTERIOR DO VEICULO TRAUMATIZADA EM UM ACIDENTE DE TRANSITO,0
V41.9,OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM UM VEICULO A PEDAL - OCUPANTE NAO ESPECIFICADO DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM UM ACIDENTE DE TRANSITO,0
V42,OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM OUTRO VEICULO A MOTOR DE DUAS OU TRES RODAS,0
V69.9,OCUPANTE [QUALQUER] DE UM VEICULO DE TRANSPORTE PESADO TRAUMATIZADO EM UM ACIDENTE DE TRANSITO NAO ESPECIFICADO,0
V42.0,OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM OUTRO VEICULO A MOTOR DE DUAS OU TRES RODAS - CONDUTOR [MOTORISTA] TRAUMATIZADO EM UM ACIDENTE NAO-DE-TRANSITO,0
V42.1,OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM OUTRO VEICULO A MOTOR DE DUAS OU TRES RODAS - PASSAGEIRO TRAUMATIZADO EM UM ACIDENTE NAO-DE-TRANSITO,0
V42.2,OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM OUTRO VEICULO A MOTOR DE DUAS OU TRES RODAS - PESSOA VIAJANDO NO EXTERIOR DO VEICULO TRAUMATIZADA EM UM ACIDENTE NAO-DE-TRANSITO,0
V42.3,OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM OUTRO VEICULO A MOTOR DE DUAS OU TRES RODAS - OCUPANTE NAO ESPECIFICADO DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM UM ACIDENTE NAO-,0
V42.5,OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM OUTRO VEICULO A MOTOR DE DUAS OU TRES RODAS - CONDUTOR [MOTORISTA] TRAUMATIZADO EM UM ACIDENTE DE TRANSITO,0
V42.6,OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM OUTRO VEICULO A MOTOR DE DUAS OU TRES RODAS - PASSAGEIRO TRAUMATIZADO EM UM ACIDENTE DE TRANSITO,0
V42.7,OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM OUTRO VEICULO A MOTOR DE DUAS OU TRES RODAS - PESSOA VIAJANDO NO EXTERIOR DO VEICULO TRAUMATIZADA EM UM ACIDENTE DE TRANSITO,0
V42.9,OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM OUTRO VEICULO A MOTOR DE DUAS OU TRES RODAS - OCUPANTE NAO ESPECIFICADO DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM UM ACIDENTE DE T,0
V43,"OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL [CARRO],PICK UP OU CAMINHONETE",0
V43.0,"OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL [CARRO],PICK UP OU CAMINHONETE - CONDUTOR [MOTORISTA] TRAUMATIZADO EM UM ACIDENTE NAO-DE-TRANSITO",0
V43.1,"OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL [CARRO],PICK UP OU CAMINHONETE - PASSAGEIRO TRAUMATIZADO EM UM ACIDENTE NAO-DE-TRANSITO",0
V43.2,"OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL [CARRO],PICK UP OU CAMINHONETE - PESSOA VIAJANDO NO EXTERIOR DO VEICULO TRAUMATIZADA EM UM ACIDENTE NAO-DE-TRANS",0
V43.3,"OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL [CARRO],PICK UP OU CAMINHONETE - OCUPANTE NAO ESPECIFICADO DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM UM ACIDENTE N",0
V43.4,"OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL [CARRO],PICK UP OU CAMINHONETE - PESSOA TRAUMATIZADA AO SUBIR OU DESCER DO VEICULO",0
V43.5,"OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL [CARRO],PICK UP OU CAMINHONETE - CONDUTOR [MOTORISTA] TRAUMATIZADO EM UM ACIDENTE DE TRANSITO",0
V43.6,"OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL [CARRO],PICK UP OU CAMINHONETE - PASSAGEIRO TRAUMATIZADO EM UM ACIDENTE DE TRANSITO",0
V43.7,"OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM UM AUTOMOVEL [CARRO],PICK UP OU CAMINHONETE - PESSOA VIAJANDO NO EXTERIOR DO VEICULO TRAUMATIZADA EM UM ACIDENTE DE TRANSITO",0
V44,OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM UM VEICULO DE TRANSPORTE PESADO OU UM ONIBUS,0
V44.0,OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM UM VEICULO DE TRANSPORTE PESADO OU UM ONIBUS - CONDUTOR [MOTORISTA] TRAUMATIZADO EM UM ACIDENTE NAO-DE-TRANSITO,0
V44.1,OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM UM VEICULO DE TRANSPORTE PESADO OU UM ONIBUS - PASSAGEIRO TRAUMATIZADO EM UM ACIDENTE NAO-DE-TRANSITO,0
V44.2,OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM UM VEICULO DE TRANSPORTE PESADO OU UM ONIBUS - PESSOA VIAJANDO NO EXTERIOR DO VEICULO TRAUMATIZADA EM UM ACIDENTE NAO-DE-TRANSIT,0
V44.3,OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM UM VEICULO DE TRANSPORTE PESADO OU UM ONIBUS - OCUPANTE NAO ESPECIFICADO DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM UM ACIDENTE NAO,0
V44.4,OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM UM VEICULO DE TRANSPORTE PESADO OU UM ONIBUS - PESSOA TRAUMATIZADA AO SUBIR OU DESCER DO VEICULO,0
V44.5,OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM UM VEICULO DE TRANSPORTE PESADO OU UM ONIBUS - CONDUTOR [MOTORISTA] TRAUMATIZADO EM UM ACIDENTE DE TRANSITO,0
V44.6,OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM UM VEICULO DE TRANSPORTE PESADO OU UM ONIBUS - PASSAGEIRO TRAUMATIZADO EM UM ACIDENTE DE TRANSITO,0
V44.7,OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM UM VEICULO DE TRANSPORTE PESADO OU UM ONIBUS - PESSOA VIAJANDO NO EXTERIOR DO VEICULO TRAUMATIZADA EM UM ACIDENTE DE TRANSITO,0
V44.9,OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM UM VEICULO DE TRANSPORTE PESADO OU UM ONIBUS - OCUPANTE NAO ESPECIFICADO DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM UM ACIDENTE DE,0
V45,OCUPANTE DE UM AUTOMOVEL [CARRO] TRAUMATIZADO EM COLISAO COM UM TREM [COMBOIO] OU UM VEICULO FERROVIARIO,0
